Issue id,Summary,Status,Priority,Resolution,Description
223291,"Settings URL handling - ""Open Current File as Release Notes"" command not working",,,completed,"Testing #223027 * Created a new Markdown file - test.md * Added the release notes sample to the file and saved it * Invoked the ""Open Current File as Release Notes"" command and it failed ![Image](https://github.com/user-attachments/assets/3daa0820-1363-4dc6-ada8-07fdab1ff87f) Not seeing anything in the developer tools console nor in the various output channel logs."
223288,Settings URL - case sensitivity,,,completed,Testing #223027 VSCODE-insiders://settings/files.autoSave - works as expected vscode-insiders://seTTings/files.autoSave - does not work as expected vscode-insiders://settings/files.autoSAVE - does not work as expected
223282,Prompt user to reload window when changing Accessibility > Verbosity: Debug,,,completed,"Testing #222238 The description mentions that the window needs to be reloaded. Other settings additionally prompt the user to reload window. (E.g., changing the update mode prompts the user for restarting VS Code.)"
223280,Debug Console does not mention Accessibility Help,,,completed,"Testing #222238 Only Accessbility View is mentioned (though wrongly called ""help""?): ![Image](https://github.com/user-attachments/assets/36fecc07-fede-4790-be97-7fe2c1c0966c)"
223277,Mention shell integration is important for suggest to work,,,completed,-
223276,Potentially FATAL: Invalid `editor.language.brackets` or `editor.language.colorizedBracketPairs`,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> Version: 1.91.1 Commit: f1e16e1e6214d7c44d078b1f0607b2388f29d729 Date: 2024-07-09T22:07:54.982Z Electron: 29.4.0 ElectronBuildId: 9728852 Chromium: 122.0.6261.156 Node.js: 20.9.0 V8: 12.2.281.27-elec"
223219,watch variables not announced if they're persistent,,,completed,"1. add some watch variables to the debug view 2. reload the window 3. with a screen reader enabled, hit a breakpoint that causes the variable to change 4. 🐛 the change isn't announced"
223157,Workspace Trust doc link broken,,,,"Type: <b>Bug</b> Welcome - Learn the Fyndamentals Safely browse and edit code Workspace Trust Link https://github.com/microsoft/vscode-docs/blob/workspaceTrust/docs/editor/workspace-trust.md 404 - page not found VS Code version: Code 1.91.1 (f1e16e1e6214d7c44d078b1f0607b2388f29d729, 2024-07-09T22:06:49.809Z) OS version: Windows_NT x64 10.0.22631 Modes: Restricted <!-- generated by issue reporter -->"
223134,In insiders vscode.dev our extension cannot load files into the workspace anymore,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: Current insiders.vscode.dev - OS Version: Web issue only (repro) The repro steps for this are entering via the VS Code for education route for insiders.vscode.dev Steps to Reproduce"
223062,Terminal suggest: Some times a lot of completions don't show up when requested,,,completed,"Repro: 1. Suggest on 2. Windows/pwsh 3. Type `git ` 4. Press ctrl+space, 🐛 often completions don't show up but they definitely come in as seen in Pty Host trace log ![Recording 2024-07-22 at 06 39 58](https://github.com/user-attachments/assets/aa5f2fe3-0d76-4e07-9ec0-f2dcc2609777)"
223025,CommentController.activeCommentThread seems to be the raw object instead of a proxy,,,,CommentController.activeCommentThread looks like: ![Image](https://github.com/user-attachments/assets/a6a917e7-2f3c-4f92-9cd6-9f6dd1af635a) I expected: ![Image](https://github.com/user-attachments/assets/2ad53fed-3070-464f-89e5-8d5ba073dc18)
223021,CommentController.activeCommentThread not updated when navigating from ruler or Comments panel,,,completed,"CommentThread.reveal() and clicking into the comment triggers an update of CommentController.activeCommentThread, but it doesn't update when I expand a comment from the left editor ruler or the Comments panel."
222554,"Terminal suggest: git.exe should appear as the top suggestion for string ""git""",,,completed,Needs Windows/pwsh/suggest on. Make sure the other git executables show up below. ![image](https://github.com/user-attachments/assets/f2292eb9-f1c2-43fc-85d4-6d604bfb4a9d)
222475,powershell auto complete opens when terminating a program with ctrl+c,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: - OS Version: Steps to Reproduce: 1. Run a program which launches in the terminal and waits for input 2. press ctrl+c to escape the program :bug: auto complete opens ![Recording"
222323,Pty Host errors in Remote-SSH,,,completed,- Connect to my mac with Remote-SSH - See these errors from the server in the log (Remote-SSH output channel) ``` [18:59:03.386] [server] [IPC Library: Pty Host] Uncaught Exception: TypeError: Cannot read properties of undefined (reading 'replace') [18:59:03.387] [server] at i.ab (/Users/roblou/.vscode-server-insiders/cli/servers/Insiders-89690b9d76a88fab676d26651134a1ffa4562732/server/out/vs/platform/terminal/node/ptyHostMain.js:54:17128) [18:59:03.387] [server] at Timeout._onTimeout (/Users/roblou/.vscode-server-insiders/cli/servers/Insiders-89690b9d76a88fab676d26651134a1ffa4562732/server/out/vs/platform/terminal/node/ptyHostMain.js:54:16247) [18:59:03.387] [server] at listOnTimeout (node:internal/timers:573:17) [18:59:03.387] [server] at process.processTimers (node:internal/timers:514:7) [18:59:03.414] [server] [IPC Library: Pty Host] Uncaught Exception: TypeError: Cannot read properties of undefined (reading 'replace') [18:59:03.414] [server] at i.ab (/Users/roblou/.vscode-server-insiders/cli/servers/Insiders-89690b9d76a88fab676d26651134a1ffa4562732/server/out/vs/platform/terminal/node/ptyHostMain.js:54:17128) [18:59:03.414] [server] at Timeout._onTimeout (/Users/roblou/.vscode
222233,Terminal suggest: Don't rewrite whole line when it's not needed,,,completed,"1. Most noticeable on mac 2. In vscode repo 3. Type ./script 4. Enter, 🐛 `./script` is deleted first, then `./scripts/` is typed ![Recording 2024-07-19 at 12 39 20](https://github.com/user-attachments/assets/de435eb0-1433-486e-bfcc-b39b8c53e3d4)"
222230,Terminal suggest: Completions for folders should add the trailing `\`,,,completed,`./sc<tab>` in Windows/pwsh Windows Terminal: ![image](https://github.com/user-attachments/assets/0e1f2f1c-6e19-4e49-8013-b12c671794f1) VS Code via suggest: ![image](https://github.com/user-attachments/assets/6accd780-6b5a-4fec-9a9b-0847017ac189) It should have the trialing `\` like the way tab completion does
222228,Terminal suggest: Results should prefer shorter completions,,,completed,"This is a case that conflicts a lot with my muscle memory: ![image](https://github.com/user-attachments/assets/95899705-9328-48e0-8e0c-9a207b14292c) When suggest is off, `./sc<tab>c<tab>` completes to `./scripts/code` as `code` is a common prefix for all completions that start with `c`."
222227,Terminal suggest: ./ should show results for .\ on Windows,,,completed,![image](https://github.com/user-attachments/assets/3377179b-aa91-4687-954c-4521bd30da20) Hides on `/`: ![image](https://github.com/user-attachments/assets/036d99ab-553f-40a2-832f-14ae413110d4) Works for `\`: ![image](https://github.com/user-attachments/assets/d34f8dcf-9de6-43da-82a7-9f82da529046)
222199,Extension page doesn't open in application when attempting to install from the browser,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.91.1 - OS Version: MacOS 14.5 (23F79) Steps to Reproduce: 1. Close all VS Code windows but don't exit the application. 2. Go to an extension page in the VS Code Marketplace in yo"
